,牛号,月龄,胎次,繁殖状态,泌乳天数,产后天数,空怀天数,配种次数,奶量1,奶量2,牛舍名称,出生日期,父亲牛号,外祖父号,繁殖代码,怀孕日期,产犊日期,干奶日期,配种日期,流产日期,与配公牛,配种组
11,93734.0,158.6,10,怀孕,242.0,242.0,150.0,3.0,158.6,158.6,B5NN,08/20/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/07/2020,12/31/1969,-1,0
12,93925.0,159.35,11,已配,287.0,287.0,287.0,6.0,159.35,159.35,B5NN,07/28/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/09/2020,12/31/1969,-1,0
13,94159.0,159.22,12,已配,88.0,88.0,88.0,2.0,159.22,159.22,A3SS,08/01/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,11/04/2020,12/31/1969,-1,0
14,94162.0,159.38,12,已配,134.0,134.0,134.0,3.0,159.38,159.38,B2NN,07/27/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/08/2020,12/31/1969,-1,0
15,94270.0,158.89,12,怀孕,260.0,260.0,105.0,2.0,158.89,158.89,A4SS,08/11/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/05/2020,12/31/1969,-1,0
16,94614.0,159.6,11,怀孕,287.0,306.0,65.0,1.0,159.6,159.6,C3S2,07/20/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,03/11/2020,12/31/1969,-1,0
17,94718.0,158.35,12,产犊,14.0,14.0,14.0,0.0,158.35,158.35,C3N1,08/28/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
18,94804.0,158.96,11,怀孕,112.0,112.0,60.0,1.0,158.96,158.96,A1NN,08/09/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/16/2020,12/31/1969,-1,0
19,94834.0,158.73,10,已配,132.0,132.0,132.0,2.0,158.73,158.73,B2NN,08/16/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/09/2020,12/31/1969,-1,0
20,94914.0,159.22,12,禁配,57.0,57.0,57.0,0.0,159.22,159.22,B2SS,08/01/2007,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
21,96058.0,135.89,9,已配,116.0,116.0,116.0,2.0,135.89,135.89,A1NN,07/11/2009,-1,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/30/2020,12/31/1969,-1,0
22,106847.0,128.6,6,怀孕,361.0,361.0,251.0,3.0,128.6,128.6,B4NN,02/20/2010,501HO7094,-1,-1,12/31/1969,12/31/1969,12/31/1969,07/20/2020,12/31/1969,-1,0
23,106858.0,128.57,6,已配,253.0,253.0,253.0,5.0,128.57,128.57,A3NN,02/21/2010,501HO7094,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/15/2020,12/31/1969,-1,0
24,106943.0,127.96,6,怀孕,469.0,513.0,248.0,6.0,127.96,127.96,C1S2,03/09/2010,501HO7467,-1,-1,12/31/1969,12/31/1969,12/31/1969,02/16/2020,12/31/1969,-1,0
25,106981.0,127.76,8,已配,117.0,117.0,117.0,2.0,127.76,127.76,A1NN,03/15/2010,501HO7467,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/30/2020,12/31/1969,-1,0
26,108000.0,124.6,8,禁配,97.0,97.0,97.0,0.0,124.6,124.6,A3SS,06/20/2010,001HO07231,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
27,108011.0,124.57,8,怀孕,133.0,133.0,60.0,1.0,124.57,124.57,B2NN,06/21/2010,001HO07231,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/26/2020,12/31/1969,-1,0
28,108030.0,124.54,8,禁配,207.0,207.0,207.0,0.0,124.54,124.54,A3NN,06/22/2010,501HO6943,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
29,108034.0,124.51,8,产犊,8.0,8.0,8.0,0.0,124.51,124.51,B1N2,06/23/2010,501HO6943,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
30,108063.0,124.44,7,怀孕,282.0,322.0,60.0,1.0,124.44,124.44,C1N3,06/25/2010,001HO07231,-1,-1,12/31/1969,12/31/1969,12/31/1969,02/19/2020,12/31/1969,-1,0
31,108091.0,124.38,7,产犊,16.0,16.0,16.0,0.0,124.38,124.38,B1N2,06/27/2010,001HO07231,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
32,108093.0,124.35,8,怀孕,378.0,378.0,291.0,8.0,124.35,124.35,A4SS,06/28/2010,001HO07336,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/12/2020,12/31/1969,-1,0
33,108344.0,123.7,7,怀孕,118.0,118.0,59.0,1.0,123.7,123.7,B2NN,07/17/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/09/2020,12/31/1969,-1,0
34,108398.0,123.57,9,产犊,16.0,16.0,16.0,0.0,123.57,123.57,B1N2,07/21/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
35,108402.0,123.57,6,怀孕,250.0,250.0,109.0,2.0,123.57,123.57,B4NN,07/21/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/19/2020,12/31/1969,-1,0
36,108404.0,123.54,7,怀孕,294.0,294.0,136.0,3.0,123.54,123.54,A2NN,07/22/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/02/2020,12/31/1969,-1,0
37,108463.0,123.38,8,已配,239.0,239.0,239.0,5.0,123.38,123.38,B5NN,07/27/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/23/2020,12/31/1969,-1,0
38,108493.0,123.28,7,怀孕,333.0,335.0,111.0,2.0,123.28,123.28,B6N1,07/30/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,03/28/2020,12/31/1969,-1,0
39,108507.0,123.25,7,怀孕,385.0,385.0,169.0,4.0,123.25,123.25,A4SS,07/31/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,04/05/2020,12/31/1969,-1,0
40,108513.0,123.25,7,怀孕,334.0,383.0,109.0,2.0,123.25,123.25,C1S2,07/31/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,02/07/2020,12/31/1969,-1,0
41,108672.0,122.76,6,怀孕,439.0,439.0,319.0,5.0,122.76,122.76,B4NN,08/15/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,07/10/2020,12/31/1969,-1,0
42,108872.0,121.8,7,怀孕,216.0,216.0,145.0,3.0,121.8,121.8,A2NN,09/14/2010,029HO11713,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/28/2020,12/31/1969,-1,0
43,108876.0,121.76,8,怀孕,247.0,247.0,106.0,2.0,121.76,121.76,A4SS,09/15/2010,029HO11713,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/19/2020,12/31/1969,-1,0
44,109085.0,119.7,7,怀孕,338.0,338.0,288.0,3.0,119.7,119.7,A3NN,11/17/2010,029HO11713,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/18/2020,12/31/1969,-1,0
45,109118.0,119.28,8,怀孕,110.0,110.0,65.0,1.0,119.28,119.28,A1NN,11/30/2010,001HO06833,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/23/2020,12/31/1969,-1,0
46,109134.0,118.89,6,怀孕,466.0,466.0,402.0,8.0,118.89,118.89,A4SS,12/11/2010,007HO08492,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/04/2020,12/31/1969,-1,0
47,110057.0,117.15,7,已配,83.0,83.0,83.0,1.0,117.15,117.15,A3SS,02/03/2011,007HO08492,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/14/2020,12/31/1969,-1,0
48,110130.0,115.09,7,产犊,31.0,31.0,31.0,0.0,115.09,115.09,B1SS,04/05/2011,007HO08300,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
49,110137.0,114.6,7,怀孕,311.0,311.0,261.0,2.0,114.6,114.6,A3NN,04/20/2011,011H007856,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/18/2020,12/31/1969,-1,0
50,110148.0,113.12,8,产犊,36.0,36.0,36.0,0.0,113.12,113.12,B1SS,06/04/2011,029HO11658,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
51,110183.0,112.28,7,怀孕,241.0,241.0,107.0,2.0,112.28,112.28,B5NN,06/30/2011,007HO08314,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/26/2020,12/31/1969,-1,0
52,110184.0,112.28,7,怀孕,281.0,297.0,63.0,1.0,112.28,112.28,C3S2,06/30/2011,007HO08314,-1,-1,12/31/1969,12/31/1969,12/31/1969,03/18/2020,12/31/1969,-1,0
53,110280.0,111.54,6,怀孕,334.0,334.0,179.0,2.0,111.54,111.54,B4NN,07/22/2011,011HO08919,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/05/2020,12/31/1969,-1,0
54,110499.0,110.8,6,怀孕,255.0,255.0,170.0,4.0,110.8,110.8,A2NN,08/14/2011,007H008644,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/14/2020,12/31/1969,-1,0
55,110525.0,110.73,6,怀孕,464.0,464.0,344.0,5.0,110.73,110.73,B5NN,08/16/2011,007H008644,-1,-1,12/31/1969,12/31/1969,12/31/1969,07/10/2020,12/31/1969,-1,0
56,110574.0,110.67,6,怀孕,263.0,263.0,191.0,4.0,110.67,110.67,A2NN,08/18/2011,011HO08919,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/27/2020,12/31/1969,-1,0
57,110744.0,110.18,8,已配,119.0,119.0,119.0,2.0,110.18,110.18,A1NN,09/02/2011,011HO08919,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/23/2020,12/31/1969,-1,0
58,110753.0,110.15,7,产犊,1.0,1.0,1.0,0.0,110.15,110.15,C3N1,09/03/2011,011HO08919,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
59,110765.0,110.12,7,产犊,33.0,33.0,33.0,0.0,110.12,110.12,B1SS,09/04/2011,011HO08919,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
60,110810.0,109.99,6,怀孕,403.0,403.0,255.0,3.0,109.99,109.99,B5NN,09/08/2011,011H009945,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/12/2020,12/31/1969,-1,0
61,110822.0,109.96,7,怀孕,465.0,465.0,324.0,4.0,109.96,109.96,A4SS,09/09/2011,011HO08919,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/19/2020,12/31/1969,-1,0
62,110860.0,109.86,6,怀孕,373.0,373.0,232.0,2.0,109.86,109.86,B5NN,09/12/2011,011HO08919,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/19/2020,12/31/1969,-1,0
63,110877.0,109.8,7,怀孕,195.0,195.0,59.0,1.0,109.8,109.8,A2NN,09/14/2011,007HO08877,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/24/2020,12/31/1969,-1,0
64,110898.0,109.73,7,已配,355.0,355.0,355.0,6.0,109.73,109.73,A4SS,09/16/2011,007HO08877,-1,-1,12/31/1969,12/31/1969,12/31/1969,11/03/2020,12/31/1969,-1,0
65,111013.0,109.35,7,已配,112.0,112.0,112.0,2.0,109.35,109.35,A1NN,09/28/2011,007HO08877,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/30/2020,12/31/1969,-1,0
66,111037.0,109.28,7,产犊,12.0,12.0,12.0,0.0,109.28,109.28,B1N2,09/30/2011,007HO08877,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
67,111056.0,109.18,7,怀孕,247.0,247.0,148.0,3.0,109.18,109.18,B4NN,10/02/2011,007HO08877,-1,-1,12/31/1969,12/31/1969,12/31/1969,07/31/2020,12/31/1969,-1,0
68,111135.0,108.93,7,已配,98.0,98.0,98.0,2.0,108.93,108.93,A3SS,10/10/2011,007HO08877,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/25/2020,12/31/1969,-1,0
69,111149.0,108.86,7,怀孕,260.0,260.0,147.0,3.0,108.86,108.86,A4SS,10/12/2011,200JE00303,-1,-1,12/31/1969,12/31/1969,12/31/1969,07/17/2020,12/31/1969,-1,0
70,111203.0,108.57,7,怀孕,316.0,316.0,105.0,2.0,108.57,108.57,A4SS,10/21/2011,011H009945,-1,-1,12/31/1969,12/31/1969,12/31/1969,04/10/2020,12/31/1969,-1,0
71,111244.0,108.41,6,已配,274.0,274.0,274.0,2.0,108.41,108.41,A3NN,10/26/2011,011H009945,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/30/2020,12/31/1969,-1,0
72,111271.0,108.28,7,怀孕,241.0,241.0,149.0,3.0,108.28,108.28,B5NN,10/30/2011,200JE00323,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/07/2020,12/31/1969,-1,0
73,111320.0,107.99,7,已配,134.0,134.0,134.0,2.0,107.99,107.99,B2NN,11/08/2011,200JE00323,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/09/2020,12/31/1969,-1,0
74,111333.0,107.93,7,禁配,103.0,103.0,103.0,0.0,107.93,107.93,A3SS,11/10/2011,200JE00323,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
75,111335.0,107.93,7,怀孕,322.0,322.0,235.0,5.0,107.93,107.93,C3N4,11/10/2011,200JE00323,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/12/2020,12/31/1969,-1,0
76,111343.0,107.86,7,空怀,102.0,102.0,102.0,1.0,107.86,107.86,A3SS,11/12/2011,200JE00323,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/30/2020,12/31/1969,-1,0
77,111373.0,107.76,7,怀孕,120.0,120.0,61.0,1.0,107.76,107.76,A1NN,11/15/2011,200JE00323,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/09/2020,12/31/1969,-1,0
78,111374.0,107.76,7,怀孕,347.0,347.0,130.0,3.0,107.76,107.76,B5NN,11/15/2011,200JE00323,-1,-1,12/31/1969,12/31/1969,12/31/1969,04/04/2020,12/31/1969,-1,0
79,111407.0,107.64,8,产犊,26.0,26.0,26.0,0.0,107.64,107.64,B3SS,11/19/2011,011HO09951,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
80,111410.0,107.6,6,怀孕,104.0,104.0,59.0,1.0,107.6,107.6,A1NN,11/20/2011,007H008644,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/23/2020,12/31/1969,-1,0
81,111414.0,107.6,7,已配,266.0,266.0,266.0,3.0,107.6,107.6,A3NN,11/20/2011,200JE00323,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/16/2020,12/31/1969,-1,0
82,111449.0,107.47,7,怀孕,158.0,158.0,64.0,1.0,107.47,107.47,A2NN,11/24/2011,198H000100,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/05/2020,12/31/1969,-1,0
83,111455.0,107.44,6,怀孕,283.0,323.0,61.0,1.0,107.44,107.44,C1N3,11/25/2011,200JE00423,-1,-1,12/31/1969,12/31/1969,12/31/1969,02/19/2020,12/31/1969,-1,0
84,111525.0,107.12,6,怀孕,245.0,264.0,65.0,1.0,107.12,107.12,C3S2,12/04/2011,200JE00423,-1,-1,12/31/1969,12/31/1969,12/31/1969,04/22/2020,12/31/1969,-1,0
85,111557.0,106.99,7,已配,106.0,106.0,106.0,2.0,106.99,106.99,A1NN,12/08/2011,200JE00423,-1,-1,12/31/1969,12/31/1969,12/31/1969,11/06/2020,12/31/1969,-1,0
86,111616.0,106.67,7,怀孕,237.0,237.0,136.0,3.0,106.67,106.67,B4NN,12/18/2011,200JE00303,-1,-1,12/31/1969,12/31/1969,12/31/1969,07/29/2020,12/31/1969,-1,0
87,111655.0,106.41,7,怀孕,320.0,320.0,186.0,2.0,106.41,106.41,A4SS,12/26/2011,200JE00423,-1,-1,12/31/1969,12/31/1969,12/31/1969,06/26/2020,12/31/1969,-1,0
88,120028.0,106.0,6,怀孕,135.0,135.0,62.0,1.0,106.0,106.0,B2NN,01/07/2012,200JE00303,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/26/2020,12/31/1969,-1,0
89,120165.0,104.7,5,怀孕,586.0,635.0,361.0,4.0,104.7,104.7,C1S2,02/17/2012,511HO07856,014HO3940,-1,12/31/1969,12/31/1969,12/31/1969,02/07/2020,12/31/1969,-1,0
90,120199.0,104.38,7,产犊,21.0,21.0,21.0,0.0,104.38,104.38,B3SS,02/27/2012,511HO07856,501HO7094,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
91,120208.0,104.12,5,怀孕,328.0,328.0,293.0,6.0,104.12,104.12,B5NN,03/04/2012,011HO09437,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/03/2020,12/31/1969,-1,0
92,120214.0,104.06,5,怀孕,415.0,450.0,191.0,5.0,104.06,104.06,C1N3,03/06/2012,011HO09437,-1,-1,12/31/1969,12/31/1969,12/31/1969,02/22/2020,12/31/1969,-1,0
93,120223.0,103.93,7,已配,77.0,77.0,77.0,1.0,103.93,103.93,B2SS,03/10/2012,511HO07856,501HO7094,-1,12/31/1969,12/31/1969,12/31/1969,10/21/2020,12/31/1969,-1,0
94,120259.0,103.44,6,怀孕,276.0,276.0,191.0,4.0,103.44,103.44,B4NN,03/25/2012,200JE00323,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/14/2020,12/31/1969,-1,0
95,120287.0,102.18,6,怀孕,329.0,345.0,106.0,2.0,102.18,102.18,B6N1,05/02/2012,529HO11630,501HO7467,-1,12/31/1969,12/31/1969,12/31/1969,03/13/2020,12/31/1969,-1,0
96,120316.0,100.8,6,怀孕,297.0,297.0,142.0,3.0,100.8,100.8,A3NN,06/14/2012,029HO13330,501HO6943,-1,12/31/1969,12/31/1969,12/31/1969,06/05/2020,12/31/1969,-1,0
97,120326.0,100.67,5,怀孕,453.0,453.0,241.0,2.0,100.67,100.67,A4SS,06/18/2012,029HO13330,001HO07231,-1,12/31/1969,12/31/1969,12/31/1969,04/09/2020,12/31/1969,-1,0
98,120328.0,100.67,6,怀孕,317.0,317.0,190.0,4.0,100.67,100.67,B4NN,06/18/2012,029HO13330,001HO07231,-1,12/31/1969,12/31/1969,12/31/1969,07/03/2020,12/31/1969,-1,0
99,120358.0,100.28,7,产犊,7.0,7.0,7.0,0.0,100.28,100.28,C3N1,06/30/2012,029HO13229,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
100,120365.0,100.18,6,产犊,9.0,9.0,9.0,0.0,100.18,100.18,B1N2,07/02/2012,029HO13330,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
101,120367.0,100.12,7,产犊,27.0,27.0,27.0,0.0,100.12,100.12,B3SS,07/04/2012,029HO13330,001HO06833,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
102,120370.0,100.09,5,已配,77.0,77.0,77.0,1.0,100.09,100.09,B2SS,07/05/2012,029HO13229,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/21/2020,12/31/1969,-1,0
103,120408.0,99.57,6,怀孕,451.0,451.0,324.0,3.0,99.57,99.57,A4SS,07/21/2012,511HO08605,501HO7467,-1,12/31/1969,12/31/1969,12/31/1969,07/03/2020,12/31/1969,-1,0
104,120421.0,99.44,6,怀孕,208.0,208.0,109.0,2.0,99.44,99.44,A2NN,07/25/2012,029HO13229,-1,-1,12/31/1969,12/31/1969,12/31/1969,07/31/2020,12/31/1969,-1,0
105,120434.0,99.35,6,怀孕,304.0,304.0,124.0,2.0,99.35,99.35,B4NN,07/28/2012,029HO13229,-1,-1,12/31/1969,12/31/1969,12/31/1969,05/11/2020,12/31/1969,-1,0
106,120437.0,99.28,5,怀孕,460.0,500.0,240.0,3.0,99.28,99.28,C1N3,07/30/2012,029HO13229,-1,-1,12/31/1969,12/31/1969,12/31/1969,02/21/2020,12/31/1969,-1,0
107,120443.0,99.28,6,已配,96.0,96.0,96.0,2.0,99.28,99.28,A3SS,07/30/2012,029HO13229,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/28/2020,12/31/1969,-1,0
108,120475.0,99.12,5,怀孕,350.0,378.0,125.0,3.0,99.12,99.12,C1N2,08/04/2012,011HO09497,-1,-1,12/31/1969,12/31/1969,12/31/1969,02/28/2020,12/31/1969,-1,0
109,120488.0,99.09,6,怀孕,356.0,356.0,285.0,4.0,99.09,99.09,A2NN,08/05/2012,029HO13229,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/28/2020,12/31/1969,-1,0
110,120498.0,99.0,6,产犊,38.0,38.0,38.0,0.0,99.0,99.0,B1SS,08/07/2012,011HO09497,001HO07231,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
111,120508.0,98.96,6,产犊,46.0,46.0,46.0,0.0,98.96,98.96,B1SS,08/09/2012,029HO13229,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
112,120519.0,98.89,5,怀孕,499.0,499.0,393.0,5.0,98.89,98.89,B5NN,08/11/2012,511HO08605,501HO7467,-1,12/31/1969,12/31/1969,12/31/1969,07/24/2020,12/31/1969,-1,0
113,120557.0,98.73,5,禁配,367.0,367.0,367.0,9.0,98.73,98.73,A3NN,08/16/2012,011HO09951,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/28/2020,12/31/1969,-1,0
114,120571.0,98.64,7,产犊,27.0,27.0,27.0,0.0,98.64,98.64,B3SS,08/19/2012,011HO09951,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
115,120623.0,98.35,6,怀孕,282.0,284.0,64.0,1.0,98.35,98.35,B6N1,08/28/2012,011HO09951,-1,-1,12/31/1969,12/31/1969,12/31/1969,04/01/2020,12/31/1969,-1,0
116,120624.0,98.35,7,产犊,49.0,49.0,49.0,0.0,98.35,98.35,B1SS,08/28/2012,011HO09951,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
117,120628.0,98.28,6,已配,230.0,230.0,230.0,5.0,98.28,98.28,A3NN,08/30/2012,511HO08605,001HO06833,-1,12/31/1969,12/31/1969,12/31/1969,11/06/2020,12/31/1969,-1,0
118,120632.0,98.25,6,空怀,100.0,100.0,100.0,1.0,98.25,98.25,A1NN,08/31/2012,011HO09951,-1,-1,12/31/1969,12/31/1969,12/31/1969,09/30/2020,12/31/1969,-1,0
119,120649.0,98.12,5,怀孕,292.0,292.0,199.0,5.0,98.12,98.12,B4NN,09/04/2012,011HO09951,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/06/2020,12/31/1969,-1,0
120,120663.0,97.96,6,怀孕,231.0,231.0,60.0,1.0,97.96,97.96,A2NN,09/09/2012,011HO09951,-1,-1,12/31/1969,12/31/1969,12/31/1969,05/20/2020,12/31/1969,-1,0
121,120701.0,97.64,6,已配,81.0,81.0,81.0,1.0,97.64,97.64,B2SS,09/19/2012,011HO09951,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/21/2020,12/31/1969,-1,0
122,120746.0,97.41,6,怀孕,125.0,125.0,59.0,1.0,97.41,97.41,B2NN,09/26/2012,511HO08605,001HO06833,-1,12/31/1969,12/31/1969,12/31/1969,09/02/2020,12/31/1969,-1,0
123,120764.0,97.31,7,已配,67.0,67.0,67.0,1.0,97.31,97.31,B2SS,09/29/2012,011H007856,-1,-1,12/31/1969,12/31/1969,12/31/1969,11/04/2020,12/31/1969,-1,0
124,120792.0,97.15,7,怀孕,141.0,141.0,61.0,1.0,97.15,97.15,B2NN,10/03/2012,007HO09176,-1,-1,12/31/1969,12/31/1969,12/31/1969,08/19/2020,12/31/1969,-1,0
125,120814.0,97.0,6,产犊,9.0,9.0,9.0,0.0,97.0,97.0,B1N2,10/07/2012,007HO09176,029HO11713,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
126,120876.0,96.64,7,产犊,51.0,51.0,51.0,0.0,96.64,96.64,C3N2,10/19/2012,007HO09176,-1,-1,12/31/1969,12/31/1969,12/31/1969,12/31/1969,12/31/1969,-1,0
127,120892.0,96.57,6,已配,73.0,73.0,73.0,1.0,96.57,96.57,B2SS,10/21/2012,029HO11658,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/28/2020,12/31/1969,-1,0
128,120968.0,96.25,5,怀孕,499.0,499.0,337.0,8.0,96.25,96.25,C3N4,10/31/2012,029HO13239,-1,-1,12/31/1969,12/31/1969,12/31/1969,05/29/2020,12/31/1969,-1,0
129,120991.0,96.15,6,已配,134.0,134.0,134.0,3.0,96.15,96.15,A1NN,11/03/2012,007HO09176,-1,-1,12/31/1969,12/31/1969,12/31/1969,10/16/2020,12/31/1969,-1,0
